,CI_Cat,CI_Subcat,Impact,Urgency,Priority,Category,No_of_Reassignments,Closure_Code,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend,is_network,is_app
44296,application,Server Based Application,4,4,4.0,incident,1.0,Software,146.3,6,13,2,3,2014,False,0,1
44297,application,SAP,5,5,5.0,request for information,0.0,Other,0.18333333333333332,0,13,2,3,2014,False,0,0
44298,application,Desktop Application,5,5,5.0,incident,0.0,Software,123.08333333333333,5,13,2,3,2014,False,0,1
44299,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,0.9,0,13,2,3,2014,False,0,1
44300,application,Web Based Application,4,4,4.0,incident,0.0,Software,2.1666666666666665,0,13,2,3,2014,False,0,1
44301,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,0.8666666666666667,0,13,2,3,2014,False,0,1
44302,application,Server Based Application,5,5,5.0,request for information,1.0,Other,162.93333333333334,6,13,2,3,2014,False,0,1
44303,application,Server Based Application,5,5,5.0,request for information,0.0,Other,23.633333333333333,0,13,2,3,2014,False,0,1
44304,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,18.583333333333332,0,14,2,3,2014,False,0,1
44305,application,Web Based Application,4,4,4.0,incident,1.0,Software,1.55,0,14,2,3,2014,False,0,1
44306,application,Server Based Application,4,4,4.0,incident,3.0,Other,45.38333333333333,1,14,2,3,2014,False,0,1
44307,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,18.233333333333334,0,14,2,3,2014,False,0,1
44308,application,SAP,5,5,5.0,request for information,2.0,Other,16.566666666666666,0,14,2,3,2014,False,0,0
44309,subapplication,Web Based Application,4,4,4.0,incident,2.0,Other,44.0,1,14,2,3,2014,False,0,1
44310,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,46.583333333333336,1,15,2,3,2014,False,0,1
44311,application,Server Based Application,5,5,5.0,request for information,0.0,No error - works as designed,17.766666666666666,0,15,2,3,2014,False,0,1
44312,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,0.8833333333333333,0,15,2,3,2014,False,0,1
44313,application,Web Based Application,4,4,4.0,incident,1.0,No error - works as designed,18.65,0,15,2,3,2014,False,0,1
44314,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.48333333333333334,0,15,2,3,2014,False,0,1
44315,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,14.566666666666666,0,16,2,3,2014,False,0,1
44316,subapplication,Web Based Application,4,4,4.0,incident,1.0,Software,144.33333333333334,6,16,2,3,2014,False,0,1
44317,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,163.78333333333333,6,16,2,3,2014,False,0,1
44318,subapplication,Web Based Application,4,4,4.0,incident,0.0,User manual not used,19.183333333333334,0,16,2,3,2014,False,0,1
44319,storage,Controller,3,3,3.0,incident,0.0,Hardware,19.433333333333334,0,16,2,3,2014,False,0,0
44320,storage,Controller,3,3,3.0,incident,0.0,Hardware,20.05,0,16,2,3,2014,False,0,0
44321,application,Web Based Application,4,4,4.0,incident,0.0,User manual not used,19.816666666666666,0,16,2,3,2014,False,0,1
44322,subapplication,Web Based Application,4,4,4.0,incident,0.0,Unknown,41.416666666666664,1,16,2,3,2014,False,0,1
44323,application,Web Based Application,5,5,5.0,incident,0.0,Software,0.8166666666666667,0,16,2,3,2014,False,0,1
44324,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,15.75,0,16,2,3,2014,False,0,1
44325,application,Web Based Application,5,5,5.0,incident,2.0,Other,43.63333333333333,1,16,2,3,2014,False,0,1
44326,application,Server Based Application,4,3,4.0,incident,1.0,Software,16.883333333333333,0,17,2,3,2014,False,0,1
44327,application,Server Based Application,3,3,3.0,incident,0.0,Other,0.6833333333333333,0,13,2,3,2014,False,0,1
44328,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,2.1,0,13,2,3,2014,False,0,1
44329,application,Server Based Application,5,5,5.0,incident,2.0,Unknown,19.633333333333333,0,13,2,3,2014,False,0,1
44330,application,Web Based Application,4,4,4.0,incident,0.0,Other,1.75,0,13,2,3,2014,False,0,1
44331,computer,Banking Device,5,5,5.0,incident,0.0,Unknown,23.083333333333332,0,13,2,3,2014,False,0,0
44332,application,Web Based Application,4,4,4.0,incident,7.0,No error - works as designed,215.21666666666667,8,13,2,3,2014,False,0,1
44333,application,Web Based Application,4,3,4.0,incident,3.0,Software,43.78333333333333,1,13,2,3,2014,False,0,1
44334,application,Web Based Application,4,4,4.0,incident,1.0,Other,210.83333333333334,8,14,2,3,2014,False,0,1
44335,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,0.6,0,14,2,3,2014,False,0,1
44336,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,0.6333333333333333,0,14,2,3,2014,False,0,1
44337,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,0.43333333333333335,0,14,2,3,2014,False,0,1
44338,application,Server Based Application,4,4,4.0,incident,0.0,Software,16.016666666666666,0,14,2,3,2014,False,0,1
44339,subapplication,Web Based Application,4,4,4.0,incident,2.0,Data,42.05,1,15,2,3,2014,False,0,1
44340,application,Web Based Application,3,3,3.0,incident,3.0,Software,1.2833333333333334,0,15,2,3,2014,False,0,1
44341,application,Server Based Application,3,3,3.0,incident,1.0,User error,17.466666666666665,0,15,2,3,2014,False,0,1
44342,application,Server Based Application,4,4,4.0,incident,0.0,Software,16.633333333333333,0,16,2,3,2014,False,0,1
44343,application,Desktop Application,5,5,5.0,request for information,0.0,No error - works as designed,110.8,4,16,2,3,2014,False,0,1
44344,application,Server Based Application,4,4,4.0,incident,0.0,User error,0.11666666666666667,0,16,2,3,2014,False,0,1
44345,application,Web Based Application,5,5,5.0,incident,0.0,Software,0.6,0,17,2,3,2014,False,0,1
44346,subapplication,Web Based Application,3,3,3.0,incident,0.0,No error - works as designed,20.2,0,17,2,3,2014,False,0,1
44347,application,Web Based Application,3,3,3.0,incident,2.0,Other,38.7,1,17,2,3,2014,False,0,1
44348,application,Web Based Application,4,4,4.0,incident,0.0,User error,14.5,0,18,2,3,2014,False,0,1
44349,application,Desktop Application,4,4,4.0,incident,1.0,Other,4.366666666666666,0,9,3,3,2014,False,0,1
44350,subapplication,Server Based Application,3,3,3.0,incident,1.0,Data,7.383333333333334,0,9,3,3,2014,False,0,1
44351,computer,Banking Device,3,3,3.0,incident,0.0,Other,4.466666666666667,0,9,3,3,2014,False,0,0
44352,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,0.7,0,9,3,3,2014,False,0,1
44353,application,Desktop Application,4,4,4.0,incident,0.0,Software,3.9,0,9,3,3,2014,False,0,1
44354,application,Server Based Application,4,4,4.0,incident,0.0,Software,2.216666666666667,0,14,2,3,2014,False,0,1
44355,computer,Laptop,5,5,5.0,incident,2.0,Software,1.6666666666666667,0,14,2,3,2014,False,0,0
44356,application,Server Based Application,4,4,4.0,incident,0.0,Other,18.3,0,14,2,3,2014,False,0,1
44357,application,Server Based Application,5,5,5.0,request for information,1.0,Operator error,1.2833333333333334,0,14,2,3,2014,False,0,1
44358,application,Web Based Application,4,4,4.0,incident,1.0,User manual not used,18.233333333333334,0,14,2,3,2014,False,0,1
44359,software,System Software,3,3,3.0,incident,0.0,Other,0.18333333333333332,0,14,2,3,2014,False,0,0
44360,application,Web Based Application,5,5,5.0,incident,0.0,No error - works as designed,19.816666666666666,0,14,2,3,2014,False,0,1
44361,application,Server Based Application,5,5,5.0,incident,0.0,Other,23.133333333333333,0,14,2,3,2014,False,0,1
44362,application,Desktop Application,5,5,5.0,incident,1.0,Unknown,120.38333333333334,5,14,2,3,2014,False,0,1
44363,storage,SAN,4,4,4.0,incident,0.0,Other,18.466666666666665,0,15,2,3,2014,False,0,0
44364,application,Web Based Application,5,5,5.0,request for information,1.0,Other,47.3,1,15,2,3,2014,False,0,1
44365,subapplication,Web Based Application,4,4,4.0,incident,1.0,Other,0.016666666666666666,0,15,2,3,2014,False,0,1
44366,application,Server Based Application,5,5,5.0,incident,0.0,User error,0.16666666666666666,0,15,2,3,2014,False,0,1
44367,application,Server Based Application,5,5,5.0,request for information,2.0,Other,19.1,0,15,2,3,2014,False,0,1
44368,application,Server Based Application,5,5,5.0,incident,1.0,Other,18.316666666666666,0,15,2,3,2014,False,0,1
44369,application,Server Based Application,5,5,5.0,request for information,1.0,Operator error,16.333333333333332,0,15,2,3,2014,False,0,1
44370,application,Server Based Application,5,5,5.0,request for information,1.0,Other,287.53333333333336,11,15,2,3,2014,False,0,1
44371,application,Web Based Application,4,4,4.0,incident,1.0,User manual not used,22.916666666666668,0,15,2,3,2014,False,0,1
44372,application,Server Based Application,4,4,4.0,request for information,2.0,Other,216.71666666666667,9,15,2,3,2014,False,0,1
44373,subapplication,Web Based Application,4,4,4.0,incident,0.0,No error - works as designed,0.5166666666666667,0,15,2,3,2014,False,0,1
44374,application,Server Based Application,5,5,5.0,request for information,0.0,Other,17.633333333333333,0,16,2,3,2014,False,0,1
44375,application,Server Based Application,4,4,4.0,request for information,0.0,Inquiry,19.9,0,16,2,3,2014,False,0,1
44376,application,Web Based Application,5,5,5.0,incident,0.0,Other,14.9,0,16,2,3,2014,False,0,1
44377,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.4166666666666667,0,16,2,3,2014,False,0,1
44378,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,14.283333333333333,0,16,2,3,2014,False,0,1
44379,application,Server Based Application,5,5,5.0,incident,2.0,Data,141.05,5,16,2,3,2014,False,0,1
44380,storage,SAN,4,4,4.0,incident,0.0,Other,17.133333333333333,0,16,2,3,2014,False,0,0
44381,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.16666666666666666,0,16,2,3,2014,False,0,1
44382,subapplication,Web Based Application,4,4,4.0,incident,1.0,Data,43.516666666666666,1,16,2,3,2014,False,0,1
44383,application,Server Based Application,4,4,4.0,incident,0.0,Software,15.083333333333334,0,16,2,3,2014,False,0,1
44384,application,Server Based Application,5,5,5.0,request for information,4.0,Questions,17.916666666666668,0,16,2,3,2014,False,0,1
44385,application,Server Based Application,4,4,4.0,incident,0.0,Software,13.5,0,17,2,3,2014,False,0,1
44386,application,Web Based Application,5,5,5.0,incident,0.0,Software,0.6,0,17,2,3,2014,False,0,1
44387,application,Server Based Application,4,3,4.0,incident,0.0,Other,14.75,0,17,2,3,2014,False,0,1
44388,application,Desktop Application,4,4,4.0,incident,2.0,Other,46.15,1,17,2,3,2014,False,0,1
44389,application,Server Based Application,3,3,3.0,incident,4.0,User error,36.88333333333333,1,19,2,3,2014,False,0,1
44390,application,Server Based Application,3,3,3.0,incident,1.0,Operator error,0.7333333333333333,0,20,2,3,2014,False,0,1
44391,storage,Controller,4,3,4.0,incident,1.0,Operator error,0.2833333333333333,0,20,2,3,2014,False,0,0
44392,application,Server Based Application,5,5,5.0,request for information,2.0,Other,21.683333333333334,0,14,2,3,2014,False,0,1
44393,application,Server Based Application,4,4,4.0,incident,1.0,User manual not used,0.13333333333333333,0,14,2,3,2014,False,0,1
44394,computer,Laptop,5,5,5.0,incident,0.0,Hardware,137.58333333333334,5,14,2,3,2014,False,0,0
44395,application,Client Based Application,4,4,4.0,incident,3.0,Software,212.1,8,14,2,3,2014,False,0,1
44396,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.7833333333333333,0,14,2,3,2014,False,0,1
44397,application,Server Based Application,5,5,5.0,request for information,2.0,Other,113.23333333333333,4,14,2,3,2014,False,0,1
44398,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.4666666666666667,0,15,2,3,2014,False,0,1
44399,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.45,0,15,2,3,2014,False,0,1
44400,application,Web Based Application,5,5,5.0,incident,3.0,Software,284.28333333333336,11,15,2,3,2014,False,0,1
44401,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,1.3166666666666667,0,15,2,3,2014,False,0,1
44402,application,Server Based Application,5,5,5.0,incident,0.0,Software,44.61666666666667,1,15,2,3,2014,False,0,1
44403,application,Web Based Application,4,4,4.0,incident,0.0,No error - works as designed,117.85,4,15,2,3,2014,False,0,1
44404,application,SAP,5,5,5.0,request for information,0.0,Other,0.08333333333333333,0,15,2,3,2014,False,0,0
44405,computer,Laptop,5,5,5.0,incident,4.0,Hardware,161.0,6,15,2,3,2014,False,0,0
44406,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.21666666666666667,0,15,2,3,2014,False,0,1
44407,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.7833333333333333,0,15,2,3,2014,False,0,1
44408,application,Server Based Application,4,4,4.0,incident,0.0,Software,1.0833333333333333,0,15,2,3,2014,False,0,1
44409,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.25,0,15,2,3,2014,False,0,1
44410,application,Web Based Application,5,5,5.0,request for information,1.0,Other,45.88333333333333,1,15,2,3,2014,False,0,1
44411,application,Server Based Application,4,4,4.0,incident,0.0,User error,0.5833333333333334,0,16,2,3,2014,False,0,1
44412,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,0.06666666666666667,0,16,2,3,2014,False,0,1
44413,application,Web Based Application,5,5,5.0,incident,0.0,Data,46.53333333333333,1,16,2,3,2014,False,0,1
44414,subapplication,Server Based Application,5,5,5.0,request for information,2.0,User error,16.783333333333335,0,16,2,3,2014,False,0,1
44415,application,Server Based Application,4,4,4.0,incident,1.0,Other,137.03333333333333,5,16,2,3,2014,False,0,1
44416,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,112.73333333333333,4,16,2,3,2014,False,0,1
44417,computer,Laptop,5,5,5.0,incident,0.0,Hardware,279.8,11,17,2,3,2014,False,0,0
44418,application,Desktop Application,4,4,4.0,incident,0.0,Software,41.266666666666666,1,17,2,3,2014,False,0,1
44419,application,Server Based Application,4,4,4.0,incident,0.0,User error,13.35,0,17,2,3,2014,False,0,1
44420,computer,Desktop,5,5,5.0,incident,0.0,Hardware,47.21666666666667,1,17,2,3,2014,False,0,0
44421,computer,Windows Server,3,3,3.0,incident,0.0,No error - works as designed,1.0666666666666667,0,18,2,3,2014,False,0,0
44422,application,Server Based Application,4,4,4.0,incident,3.0,Software,7.05,0,8,3,3,2014,False,0,1
44423,subapplication,Web Based Application,5,5,5.0,incident,0.0,Software,0.6166666666666667,0,8,3,3,2014,False,0,1
44424,computer,Desktop,5,5,5.0,incident,1.0,Other,126.35,5,8,3,3,2014,False,0,0
44425,application,Web Based Application,5,5,5.0,request for information,0.0,No error - works as designed,30.066666666666666,1,9,3,3,2014,False,0,1
44426,application,Server Based Application,4,4,4.0,incident,1.0,Other,24.233333333333334,1,9,3,3,2014,False,0,1
44427,application,Web Based Application,4,4,4.0,incident,0.0,Data,2.566666666666667,0,9,3,3,2014,False,0,1
44428,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.21666666666666667,0,9,3,3,2014,False,0,1
44429,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.11666666666666667,0,9,3,3,2014,False,0,1
44430,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.06666666666666667,0,9,3,3,2014,False,0,1
44431,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.11666666666666667,0,10,3,3,2014,False,0,1
44432,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.05,0,10,3,3,2014,False,0,1
44433,application,Server Based Application,5,5,5.0,request for information,0.0,Other,22.1,0,10,3,3,2014,False,0,1
44434,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,1.6666666666666667,0,10,3,3,2014,False,0,1
44435,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,0.8166666666666667,0,17,2,3,2014,False,0,1
44436,application,Server Based Application,4,4,4.0,incident,0.0,Other,17.766666666666666,0,17,2,3,2014,False,0,1
44437,hardware,DataCenterEquipment,3,3,3.0,incident,1.0,Hardware,12.05,0,19,2,3,2014,False,0,0
44438,storage,SAN,4,3,4.0,incident,1.0,Other,5.533333333333333,0,1,3,3,2014,False,0,0
44439,application,Server Based Application,5,5,5.0,request for information,2.0,Other,3.966666666666667,0,7,3,3,2014,False,0,1
44440,application,Server Based Application,4,4,4.0,incident,1.0,User error,9.116666666666667,0,7,3,3,2014,False,0,1
44441,subapplication,Server Based Application,4,4,4.0,request for information,1.0,Software,0.6666666666666666,0,7,3,3,2014,False,0,1
44442,application,Server Based Application,5,5,5.0,request for information,2.0,Other,4.033333333333333,0,8,3,3,2014,False,0,1
44443,application,Server Based Application,5,5,5.0,incident,0.0,Unknown,96.91666666666667,4,8,3,3,2014,False,0,1
44444,subapplication,Web Based Application,4,4,4.0,incident,2.0,Data,6.383333333333334,0,8,3,3,2014,False,0,1
44445,application,Server Based Application,4,4,4.0,incident,0.0,Other,0.6833333333333333,0,8,3,3,2014,False,0,1
44446,application,Server Based Application,3,3,3.0,incident,0.0,User error,3.3833333333333333,0,8,3,3,2014,False,0,1
44447,displaydevice,Monitor,4,4,4.0,incident,0.0,Hardware,30.266666666666666,1,9,3,3,2014,False,0,0
44448,application,Web Based Application,4,4,4.0,incident,0.0,Operator error,146.78333333333333,6,9,3,3,2014,False,0,1
44449,application,Server Based Application,4,4,4.0,incident,0.0,User error,1.3333333333333333,0,9,3,3,2014,False,0,1
44450,application,Web Based Application,5,5,5.0,incident,0.0,Software,1.1166666666666667,0,9,3,3,2014,False,0,1
44451,application,Web Based Application,5,5,5.0,incident,6.0,Software,262.9166666666667,10,9,3,3,2014,False,0,1
44452,application,Web Based Application,5,5,5.0,incident,0.0,Software,3.816666666666667,0,9,3,3,2014,False,0,1
44453,application,Server Based Application,5,5,5.0,request for information,2.0,Other,4.416666666666667,0,10,3,3,2014,False,0,1
44454,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,3.65,0,10,3,3,2014,False,0,1
44455,subapplication,Server Based Application,4,4,4.0,incident,0.0,Software,0.43333333333333335,0,10,3,3,2014,False,0,1
44456,application,Server Based Application,4,4,4.0,incident,1.0,User manual not used,29.033333333333335,1,10,3,3,2014,False,0,1
44457,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.16666666666666666,0,10,3,3,2014,False,0,1
44458,application,Server Based Application,4,4,4.0,incident,0.0,User error,0.13333333333333333,0,10,3,3,2014,False,0,1
44459,subapplication,Web Based Application,3,3,3.0,incident,0.0,Data,1.2,0,10,3,3,2014,False,0,1
44460,application,Server Based Application,4,3,4.0,incident,0.0,User error,0.26666666666666666,0,10,3,3,2014,False,0,1
44461,subapplication,Web Based Application,4,4,4.0,incident,1.0,Other,96.93333333333334,4,10,3,3,2014,False,0,1
44462,hardware,MigratieDummy,4,4,4.0,incident,1.0,No error - works as designed,4.333333333333333,0,10,3,3,2014,False,0,0
44463,application,Server Based Application,4,4,4.0,incident,2.0,Other,2.3666666666666667,0,10,3,3,2014,False,0,1
44464,application,Server Based Application,5,5,5.0,request for information,2.0,Other,4.0,0,10,3,3,2014,False,0,1
44465,subapplication,Web Based Application,4,4,4.0,incident,0.0,No error - works as designed,2.183333333333333,0,10,3,3,2014,False,0,1
44466,application,SAP,5,5,5.0,request for information,2.0,Other,93.23333333333333,3,10,3,3,2014,False,0,0
44467,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.4,0,10,3,3,2014,False,0,1
44468,application,Server Based Application,3,3,3.0,incident,1.0,User error,0.05,0,11,3,3,2014,False,0,1
44469,application,Server Based Application,4,4,4.0,incident,1.0,Operator error,0.06666666666666667,0,22,2,3,2014,False,0,1
44470,application,Server Based Application,4,3,4.0,incident,0.0,Other,2.2,0,6,3,3,2014,False,0,1
44471,software,Automation Software,4,4,4.0,incident,0.0,Other,8.066666666666666,0,7,3,3,2014,False,0,0
44472,storage,Controller,3,3,3.0,incident,0.0,Other,102.91666666666667,4,8,3,3,2014,False,0,0
44473,application,Server Based Application,5,5,5.0,request for information,0.0,No error - works as designed,0.18333333333333332,0,8,3,3,2014,False,0,1
44474,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,1.0833333333333333,0,8,3,3,2014,False,0,1
44475,application,Server Based Application,5,5,5.0,incident,2.0,Software,2.3333333333333335,0,8,3,3,2014,False,0,1
44476,storage,Controller,3,3,3.0,incident,0.0,Hardware,3.85,0,8,3,3,2014,False,0,0
44477,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.2833333333333333,0,8,3,3,2014,False,0,1
44478,storage,Controller,4,3,4.0,incident,0.0,Hardware,3.0833333333333335,0,8,3,3,2014,False,0,0
44479,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.13333333333333333,0,8,3,3,2014,False,0,1
44480,displaydevice,Monitor,4,4,4.0,incident,1.0,Other,0.23333333333333334,0,8,3,3,2014,False,0,0
44481,application,Server Based Application,4,4,4.0,incident,0.0,User error,0.7333333333333333,0,9,3,3,2014,False,0,1
44482,application,Server Based Application,4,4,4.0,incident,5.0,Other,31.216666666666665,1,9,3,3,2014,False,0,1
44483,application,Server Based Application,5,5,5.0,request for information,0.0,Other,97.3,4,9,3,3,2014,False,0,1
44484,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.2833333333333333,0,9,3,3,2014,False,0,1
44485,application,Server Based Application,4,4,4.0,incident,0.0,Other,1.1333333333333333,0,9,3,3,2014,False,0,1
44486,application,Web Based Application,4,4,4.0,incident,0.0,Unknown,97.13333333333334,4,9,3,3,2014,False,0,1
44487,subapplication,Web Based Application,5,5,5.0,incident,0.0,Unknown,4.3,0,10,3,3,2014,False,0,1
44488,computer,Desktop,5,5,5.0,incident,0.0,Other,28.466666666666665,1,10,3,3,2014,False,0,0
44489,application,Web Based Application,4,4,4.0,incident,0.0,Software,1.7,0,10,3,3,2014,False,0,1
44490,subapplication,Server Based Application,5,5,5.0,incident,4.0,Software,31.65,1,10,3,3,2014,False,0,1
44491,subapplication,Server Based Application,5,5,5.0,request for information,0.0,User error,1.4166666666666667,0,10,3,3,2014,False,0,1
44492,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,1.0833333333333333,0,10,3,3,2014,False,0,1
44493,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,1.0666666666666667,0,10,3,3,2014,False,0,1
44494,application,Web Based Application,5,5,5.0,incident,2.0,Other,3.8,0,10,3,3,2014,False,0,1
44495,application,Server Based Application,4,4,4.0,incident,0.0,User error,1.3,0,10,3,3,2014,False,0,1
44496,application,Desktop Application,4,4,4.0,incident,1.0,Software,6.1,0,10,3,3,2014,False,0,1
44497,computer,Unix Server,4,3,4.0,incident,0.0,Software,195.21666666666667,8,11,3,3,2014,False,0,0
44498,application,Web Based Application,4,4,4.0,incident,0.0,Software,267.31666666666666,11,11,3,3,2014,False,0,1
44499,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,1.6166666666666667,0,11,3,3,2014,False,0,1
44500,computer,Laptop,5,5,5.0,incident,0.0,Hardware,120.5,5,11,3,3,2014,False,0,0
44501,subapplication,Web Based Application,4,4,4.0,incident,0.0,Data,0.5166666666666667,0,10,3,3,2014,False,0,1
44502,application,Web Based Application,4,4,4.0,incident,0.0,Unknown,2.566666666666667,0,10,3,3,2014,False,0,1
44503,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,1.85,0,10,3,3,2014,False,0,1
44504,subapplication,Web Based Application,4,4,4.0,incident,2.0,Software,27.916666666666668,1,10,3,3,2014,False,0,1
44505,application,Server Based Application,3,3,3.0,incident,0.0,Software,123.08333333333333,5,10,3,3,2014,False,0,1
44506,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,2.75,0,10,3,3,2014,False,0,1
44507,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,1.4666666666666666,0,10,3,3,2014,False,0,1
44508,computer,Laptop,5,5,5.0,incident,0.0,Hardware,1.1833333333333333,0,10,3,3,2014,False,0,0
44509,application,Server Based Application,5,5,5.0,incident,0.0,Data,121.23333333333333,5,11,3,3,2014,False,0,1
44510,application,Web Based Application,4,5,4.0,incident,2.0,Data,2.0,0,11,3,3,2014,False,0,1
44511,application,Desktop Application,5,5,5.0,incident,0.0,Data,2.0166666666666666,0,12,3,3,2014,False,0,1
44512,application,Web Based Application,4,4,4.0,incident,1.0,Software,116.51666666666667,4,12,3,3,2014,False,0,1
44513,hardware,MigratieDummy,5,5,5.0,request for information,0.0,No error - works as designed,1.6,0,12,3,3,2014,False,0,0
44514,hardware,MigratieDummy,5,5,5.0,request for information,0.0,No error - works as designed,1.75,0,12,3,3,2014,False,0,0
44515,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,118.21666666666667,4,12,3,3,2014,False,0,1
44516,application,Server Based Application,5,5,5.0,request for information,2.0,Other,147.35,6,12,3,3,2014,False,0,1
44517,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,3.35,0,12,3,3,2014,False,0,1
44518,hardware,Encryption,4,4,4.0,request for information,1.0,User error,3.466666666666667,0,12,3,3,2014,False,0,0
44519,application,Web Based Application,5,5,5.0,incident,0.0,Software,1.7666666666666666,0,12,3,3,2014,False,0,1
44520,subapplication,Web Based Application,3,3,3.0,incident,1.0,Other,23.8,0,13,3,3,2014,False,0,1
44521,displaydevice,Monitor,5,5,5.0,incident,0.0,Other,1.8,0,13,3,3,2014,False,0,0
44522,application,Server Based Application,5,5,5.0,request for information,3.0,No error - works as designed,139.38333333333333,5,13,3,3,2014,False,0,1
44523,application,Desktop Application,5,5,5.0,incident,2.0,Hardware,189.41666666666666,7,13,3,3,2014,False,0,1
44524,computer,Laptop,5,5,5.0,incident,2.0,Hardware,90.41666666666667,3,14,3,3,2014,False,0,0
44525,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,0.31666666666666665,0,14,3,3,2014,False,0,1
44526,application,Server Based Application,5,5,5.0,incident,1.0,Other,208.71666666666667,8,15,3,3,2014,False,0,1
44527,application,Server Based Application,4,4,4.0,incident,2.0,Other,257.93333333333334,10,15,3,3,2014,False,0,1
44528,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,21.216666666666665,0,15,3,3,2014,False,0,1
44529,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,0.26666666666666666,0,15,3,3,2014,False,0,1
44530,application,Server Based Application,3,3,3.0,incident,0.0,User error,1.9833333333333334,0,10,3,3,2014,False,0,1
44531,application,Server Based Application,3,3,3.0,incident,1.0,No error - works as designed,1.5333333333333334,0,10,3,3,2014,False,0,1
44532,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.5333333333333333,0,10,3,3,2014,False,0,1
44533,subapplication,Web Based Application,3,3,3.0,incident,0.0,Software,3.2,0,10,3,3,2014,False,0,1
44534,application,Server Based Application,3,3,3.0,request for information,2.0,Data,4.65,0,10,3,3,2014,False,0,1
44535,computer,Laptop,3,3,3.0,incident,1.0,Other,189.81666666666666,7,10,3,3,2014,False,0,0
44536,application,Server Based Application,4,4,4.0,incident,0.0,Other,21.2,0,10,3,3,2014,False,0,1
44537,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.06666666666666667,0,11,3,3,2014,False,0,1
44538,computer,Banking Device,5,5,5.0,request for information,0.0,Questions,195.7,8,11,3,3,2014,False,0,0
44539,application,Server Based Application,3,3,3.0,incident,0.0,Software,146.98333333333332,6,11,3,3,2014,False,0,1
44540,subapplication,Web Based Application,4,4,4.0,incident,0.0,Data,3.6,0,11,3,3,2014,False,0,1
44541,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.35,0,11,3,3,2014,False,0,1
44542,subapplication,Web Based Application,4,4,4.0,incident,2.0,Other,145.31666666666666,6,11,3,3,2014,False,0,1
44543,networkcomponents,Router,2,2,2.0,incident,0.0,Data,22.6,0,11,3,3,2014,False,0,0
44544,application,Citrix,4,4,4.0,incident,0.0,Software,6.383333333333334,0,11,3,3,2014,False,0,0
